Age,NexusMember,Item_Description,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Loyalty_Points_Earned,Profit,Year,Month,Day,DayOfWeek,WeekOfYear,Gender_Female,Gender_Male,Outlet_Name_Cargills Food City - Battaramulla,Outlet_Name_Cargills Food City - Maharagama,Outlet_Name_Cargills Food City - Malabe,Outlet_Name_Cargills Food City - Nugegoda,Payment_Method_Card,Payment_Method_Cash,Payment_Method_Mobile Payment,Department_Baby Care,Department_Bakery,Department_Beverages,Department_Frozen Food,Department_Fruits,Department_Grocery,Department_Household
58,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,1,375.0,0,375.0,0,124.71,2025,7,9,2,28,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
39,0,MYSOORE DHAL BULK KG,Pulses,3,265.0,0,795.0,14,244.81,2024,12,17,1,51,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
44,1,IMORICH CHOC CHOC CHIP 1L,Desserts,2,775.0,0,1550.0,6,246.22,2024,8,19,0,34,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
20,1,Delmege Chicken Flavoured Soya Meat 90g,Soya Products,3,170.0,5,484.5,0,137.04,2025,3,29,5,13,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
27,0,Milca Instant Milk Powder 400g,Milk Powder,4,1050.0,10,3780.0,1,675.97,2025,3,15,5,11,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
19,0,HIGHLAND I/C VANILLA 1L,Desserts,4,320.0,15,1088.0,18,268.81,2024,10,2,2,40,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
41,0,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,1,160.0,5,152.0,0,25.68,2024,10,3,3,40,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
37,0,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,4,291.0,15,989.4,20,224.11,2024,12,29,6,52,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
20,1,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,4,375.0,0,1500.0,14,502.64,2025,1,19,6,3,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
38,1,MILO PACKET 600G,Malt Drink,2,645.0,15,1096.5,18,344.42,2025,5,5,0,19,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
38,1,EH GINGER BEER 1.5L,Juices & Carbonates,3,220.0,5,627.0,18,204.2,2025,7,11,4,28,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
21,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,5,2327.5,16,683.46,2025,6,30,0,27,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
60,1,MYSOORE DHAL BULK KG,Pulses,3,265.0,15,675.75,16,110.55,2024,12,18,2,51,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
38,1,CLOGARD TOOTH PASTE 200G,Oral Care,2,195.0,0,390.0,0,84.74,2025,7,1,1,27,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
39,1,Pears Baby Cologne Active Floral 100ml,Baby Cologne,3,431.25,5,1229.06,8,340.98,2024,10,10,3,41,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
51,0,EH GINGER BEER 1.5L,Juices & Carbonates,4,220.0,10,792.0,7,248.01,2024,8,3,5,31,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
43,0,IMORICH CHOC CHOC CHIP 1L,Desserts,2,775.0,0,1550.0,20,481.21,2024,12,14,5,50,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
31,0,NESCAFE ICE COLD COFFEE 180ML,RTD Beverages,3,160.0,5,456.0,0,88.85,2025,5,13,1,20,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
23,0,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,3,320.0,0,960.0,10,313.97,2024,11,22,4,47,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
49,1,Goldi Chicken Meatballs 500g,Meatballs,4,880.0,5,3344.0,12,1006.39,2025,2,11,1,7,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
20,1,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,4,250.0,10,900.0,11,154.52,2025,3,3,0,10,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
49,0,CLOGARD TOOTH PASTE 200G,Oral Care,4,195.0,15,663.0,3,167.54,2024,8,28,2,35,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
27,0,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,3,291.0,10,785.7,13,236.97,2025,2,1,5,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
37,1,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,4,320.0,5,1216.0,13,418.58,2025,3,24,0,13,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,0,NEW RATHNA ROSE RAW RICE 1KG,Pulses,2,750.0,0,1500.0,5,338.47,2025,2,6,3,6,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
22,1,Green Chillies 100g,Vegetables,1,34.0,5,32.3,0,7.01,2025,7,29,1,31,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
33,1,NEW RATHNA ROSE RAW RICE 1KG,Pulses,3,750.0,0,2250.0,18,361.24,2025,7,1,1,27,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
27,0,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,4,291.0,10,1047.6,11,222.34,2025,6,17,1,25,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
54,1,Kist Mixed Fruit Jam 540g,Jams & Spreads,4,412.0,15,1400.8,15,435.05,2024,9,16,0,38,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
30,0,CLOGARD TOOTH PASTE 200G,Oral Care,1,195.0,10,175.5,0,37.92,2025,5,12,0,20,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
37,1,CIC BASMATHI RICE BULK,Pulses,1,698.0,5,663.1,19,175.32,2025,2,7,4,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
37,0,Cabbage 500g,Vegetables,4,160.0,0,640.0,5,216.46,2025,3,27,3,13,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
46,1,CLOGARD TOOTHPASTE 120G,Oral Care,1,248.0,0,248.0,0,38.47,2024,10,24,3,43,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
54,1,RICHLIFE CHOCOLATE FLY MILK 180ML,RTD Beverages,2,140.0,15,238.0,0,47.25,2025,7,30,2,31,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
26,0,Tiara Chocolate Layer Cake 310g,Cakes,1,522.0,15,443.7,0,147.34,2025,2,26,2,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
26,1,Green Chillies 100g,Vegetables,3,34.0,15,86.7,0,14.58,2025,3,30,6,13,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
58,1,MILO PACKET 600G,Malt Drink,3,645.0,0,1935.0,20,672.65,2024,9,8,6,36,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
32,1,VELVET HAND WASH REFILL ROSE 200ML,Hand & Body Care,1,175.0,15,148.75,0,31.47,2025,5,15,3,20,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
44,0,NEW RATHNA ROSE RAW RICE 1KG,Pulses,3,750.0,10,2025.0,6,553.16,2024,8,8,3,32,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
43,0,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,4,120.0,10,432.0,0,101.86,2024,10,27,6,43,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26,0,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,1,120.0,15,102.0,0,26.97,2025,3,2,6,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
49,1,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Juices & Carbonates,1,320.0,15,272.0,0,70.61,2025,6,2,0,23,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
54,1,RITZBURY BLUEBERRY CHOCOLATE 45G,Confectionery,1,120.0,15,102.0,0,24.7,2025,7,24,3,30,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
58,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,10,675.0,2,174.54,2024,12,4,2,49,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
56,0,CLOGARD TOOTH PASTE 200G,Oral Care,2,195.0,15,331.5,0,91.12,2025,7,17,3,29,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
33,1,RICE SUPIRI KEERI SAMBA BULK KG,Pulses,3,291.0,5,829.35,4,231.42,2024,10,9,2,41,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
58,0,CLOGARD TOOTH PASTE 200G,Oral Care,1,195.0,15,165.75,0,44.25,2025,5,20,1,21,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
28,0,EH GINGER BEER 1.5L,Juices & Carbonates,2,220.0,15,374.0,0,97.29,2025,5,4,6,18,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
28,0,MYSOORE DHAL BULK KG,Pulses,2,265.0,15,450.5,0,126.69,2024,8,25,6,34,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
24,0,KNORR SEASONING CUBE 15*20G,Seasoning & Coconut Cream,1,50.0,10,45.0,0,7.91,2025,5,31,5,22,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
42,0,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,3,250.0,0,750.0,7,138.49,2025,1,31,4,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
39,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,0,2450.0,5,729.08,2024,11,24,6,47,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
55,1,CLOGARD TOOTHPASTE 120G,Oral Care,3,248.0,0,744.0,3,139.25,2024,11,6,2,45,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
38,1,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,2,250.0,5,475.0,0,77.98,2025,5,4,6,18,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
33,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,5,2327.5,10,362.98,2024,8,17,5,33,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
36,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,2,1225.0,5,2327.5,5,425.08,2024,12,13,4,50,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
48,1,Tiara Chocolate Layer Cake 310g,Cakes,1,522.0,15,443.7,0,109.42,2025,1,14,1,3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
31,0,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,0,750.0,14,117.56,2025,1,31,4,5,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
36,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,3,1225.0,15,3123.75,13,850.52,2025,7,30,2,31,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
33,1,Garlic 250g,Vegetables,1,230.0,15,195.5,0,40.69,2024,11,9,5,45,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
30,1,Garlic 250g,Vegetables,4,230.0,15,782.0,3,120.09,2025,5,29,3,22,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
43,1,KREST CHICKEN SAUSAGES S/LESS 250G,Processed/Preserved Meat,2,375.0,10,675.0,17,204.53,2025,5,2,4,18,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
45,1,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,3,1225.0,15,3123.75,20,513.16,2025,1,16,3,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
38,0,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Personal Hygiene,4,320.0,5,1216.0,19,302.74,2024,9,8,6,36,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
51,1,MYSOORE DHAL BULK KG,Pulses,4,265.0,15,901.0,15,314.62,2024,10,27,6,43,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
51,0,CIC BASMATHI RICE BULK,Pulses,1,698.0,10,628.2,15,160.02,2025,3,29,5,13,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
41,1,Kist Mixed Fruit Jam 540g,Jams & Spreads,2,412.0,10,741.6,20,115.72,2025,2,13,3,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
21,0,CIC BASMATHI RICE BULK,Pulses,1,698.0,15,593.3,16,135.62,2024,8,30,4,35,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
46,1,CLOGARD TOOTH PASTE 200G,Oral Care,2,195.0,10,351.0,0,66.45,2025,5,16,4,20,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
21,1,HIGHLAND I/C VANILLA 1L,Desserts,1,320.0,5,304.0,0,54.13,2024,9,21,5,38,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
50,1,TOP CRUST BREAD,Production Bakery,3,69.0,5,196.65,0,57.18,2024,12,16,0,51,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
36,1,MANGO - K/C,Inorganic,2,129.0,5,245.1,0,49.91,2024,12,8,6,49,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
37,0,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Pulses,4,1225.0,5,4655.0,2,1074.4,2025,6,21,5,25,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
57,1,MANGO - K/C,Inorganic,1,129.0,15,109.65,0,29.21,2024,8,22,3,34,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
57,0,VIM DISHWASH LIQUID LIME 500ML,Cleaning Consumables,3,250.0,0,750.0,15,175.33,2024,11,29,4,48,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
